data: x, p, v, rho
-1 -4.26711e+10 4.99181e-10 1
0.773774 -nan -nan -nan
0.775776 -nan -nan -nan
0.777778 -nan -nan -nan
0.77978 -nan -nan -nan
0.781782 -nan -nan -nan
0.783784 -nan -nan -nan
0.785786 -nan -nan -nan
0.787788 -nan -nan -nan
0.78979 -nan -nan -nan
0.791792 -nan -nan -nan
0.793794 -nan -nan -nan
0.795796 -nan -nan -nan
0.797798 -nan -nan -nan
0.7998 -nan -nan -nan
0.801802 -nan -nan -nan
0.803804 -nan -nan -nan
0.805806 -nan -nan -nan
0.807808 -nan -nan -nan
0.80981 -nan -nan -nan
0.811812 -nan -nan -nan
0.813814 -nan -nan -nan
0.815816 -nan -nan -nan
0.817818 -nan -nan -nan
0.81982 -nan -nan -nan
0.821822 -nan -nan -nan
0.823824 -nan -nan -nan
0.825826 -nan -nan -nan
0.827828 -nan -nan -nan
0.82983 -nan -nan -nan
0.831832 -nan -nan -nan
0.833834 -nan -nan -nan
0.835836 -nan -nan -nan
0.837838 -nan -nan -nan
0.83984 -nan -nan -nan
0.841842 -nan -nan -nan
0.843844 -nan -nan -nan
0.845846 -nan -nan -nan
0.847848 -nan -nan -nan
0.84985 -nan -nan -nan
0.851852 -nan -nan -nan
0.853854 -nan -nan -nan
0.855856 -nan -nan -nan
0.857858 -nan -nan -nan
0.85986 -nan -nan -nan
0.861862 -nan -nan -nan
0.863864 -nan -nan -nan
0.865866 -nan -nan -nan
0.867868 -nan -nan -nan
0.86987 -nan -nan -nan
0.871872 -nan -nan -nan
0.873874 -nan -nan -nan
0.875876 -nan -nan -nan
0.877878 -nan -nan -nan
0.87988 -nan -nan -nan
0.881882 -nan -nan -nan
0.883884 -nan -nan -nan
0.885886 -nan -nan -nan
0.887888 -nan -nan -nan
0.88989 -nan -nan -nan
0.891892 -nan -nan -nan
0.893894 -nan -nan -nan
0.895896 -nan -nan -nan
0.897898 -nan -nan -nan
0.8999 -nan -nan -nan
0.901902 -nan -nan -nan
0.903904 -nan -nan -nan
0.905906 -nan -nan -nan
0.907908 -nan -nan -nan
0.90991 -nan -nan -nan
0.911912 -nan -nan -nan
0.913914 -nan -nan -nan
0.915916 -nan -nan -nan
0.917918 -nan -nan -nan
0.91992 -nan -nan -nan
0.921922 -nan -nan -nan
0.923924 -nan -nan -nan
0.925926 -nan -nan -nan
0.927928 -nan -nan -nan
0.92993 -nan -nan -nan
0.931932 -nan -nan -nan
0.933934 -nan -nan -nan
0.935936 -nan -nan -nan
0.937938 -nan -nan -nan
0.93994 -nan -nan -nan
0.941942 -nan -nan -nan
0.943944 -nan -nan -nan
0.945946 -nan -nan -nan
0.947948 -nan -nan -nan
0.94995 -nan -nan -nan
0.951952 -nan -nan -nan
0.953954 -nan -nan -nan
0.955956 -nan -nan -nan
0.957958 -nan -nan -nan
0.95996 -nan -nan -nan
0.961962 -nan -nan -nan
0.963964 -nan -nan -nan
0.965966 -nan -nan -nan
0.967968 -nan -nan -nan
0.96997 -nan -nan -nan
0.971972 -nan -nan -nan
0.973974 -nan -nan -nan
0.975976 -nan -nan -nan
0.977978 -nan -nan -nan
0.97998 -nan -nan -nan
0.981982 -nan -nan -nan
0.983984 -nan -nan -nan
0.985986 -nan -nan -nan
0.987988 -nan -nan -nan
0.98999 -nan -nan -nan
0.991992 -nan -nan -nan
0.993994 -nan -nan -nan
0.995996 -nan -nan -nan
0.997998 -nan -nan -nan
1 -nan -nan -nan
